S.R,METER NO.,IME,PHASE,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,MAKE,MFG_SERIAL_NUM,METER_MATCH_UDC_ID,METER_MATCH_IP,INSTALLATIONNUMBER,METER_MATCH_STATUS,METER_MATCH_UTILITY,IMSI_MATCHED_METER_NO,IMSI_MATCHED_IP,IMSI_MATCHED_STATUS,IMSI_MATCHED_UTILITY,IP_MATCHED_METER_NO,IP_MATCH_UDC_ID,IP_MATCHED_IP,IP_MATCHED_STATUS,IP_MATCHED_UTILITY,SIM SET CHECK STATUS,METER_SIM,METER_ORG,SIM_ORG,METER_IP,SIM SET CHECK STATUS RECHECK,ACTION TAKEN,NEW_METER_NUMBER,Duplicated
535,LT0057781,861089055016191,1 Phase,S2S repaired,8991856050706041418,NBPDCL,405856706041418,2405:0203:0520:D9C4:0000:0000:0000:0010,L&T,LT0057781,405856706041418,2405:0203:0520:D9C4:0000:0000:0000:0010,5000411008,Retired,NBPDCL,LT0057781,2405:0203:0520:D9C4:0000:0000:0000:0010,Retired,NBPDCL,LT0057781,405856706041418,2405:0203:0520:D9C4:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0057781,Unique
536,LT0109112,861190054390361,1 Phase,S2S repaired,8991856050706297779,NBPDCL,405856706297779,2405:0203:0521:A4D7:0000:0000:0000:0010,L&T,LT0109112,405856706297779,2405:0203:0521:A4D7:0000:0000:0000:0010,5002771675,Retired,NBPDCL,LT0109112,2405:0203:0521:A4D7:0000:0000:0000:0010,Retired,NBPDCL,LT0109112,405856706297779,2405:0203:0521:A4D7:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0109112,Unique
537,LT0404894,865681060052645,1 Phase,S2S repaired,8991856040706224241,NBPDCL,405856706769250,2405:0203:0526:BB7D:0000:0000:0000:0010,L&T,LT0404894,405856706769250,2405:0203:0526:BB7D:0000:0000:0000:0010,5002881451,Retired,NBPDCL,LT0404894,2405:0203:0526:BB7D:0000:0000:0000:0010,Retired,NBPDCL,LT0404894,405856706769250,2405:0203:0526:BB7D:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0404894,Unique
538,LT0089607,866545058007557,1 Phase,S2S repaired,8991856050706135456,NBPDCL,405856706135456,2405:0203:0521:46FD:0000:0000:0000:0010,L&T,LT0089607,405856706135456,2405:0203:0521:46FD:0000:0000:0000:0010,5003002865,Retired,NBPDCL,LT0089607,2405:0203:0521:46FD:0000:0000:0000:0010,Retired,NBPDCL,LT0089607,405856706135456,2405:0203:0521:46FD:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0089607,Unique
539,LT0013120,866545057934199,1 Phase,S2S repaired,8991856050706045366,NBPDCL,405856706045366,2405:0203:0520:2C38:0000:0000:0000:0010,L&T,LT0013120,405856706045366,2405:0203:0520:2C38:0000:0000:0000:0010,5002785516,Retired,NBPDCL,LT0013120,2405:0203:0520:2C38:0000:0000:0000:0010,Retired,NBPDCL,LT0013120,405856706045366,2405:0203:0520:2C38:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0013120,Unique
540,LT0926471,861996077248273,1 Phase,S2S repaired,8991856040706854653,NBPDCL,405856707399656,2405:0203:052F:42A8:0000:0000:0000:0010,L&T,LT0926471,405856707399656,2405:0203:052F:42A8:0000:0000:0000:0010,SHES1231114648,Retired,NBPDCL,LT0926471,2405:0203:052F:42A8:0000:0000:0000:0010,Retired,NBPDCL,LT0926471,405856707399656,2405:0203:052F:42A8:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0926471,Unique
541,LT0089473,866545057861236,1 Phase,S2S repaired,8991856050706139826,NBPDCL,405856706139826,2405:0203:0521:4677:0000:0000:0000:0010,L&T,LT0089473,405856706139826,2405:0203:0521:4677:0000:0000:0000:0010,5000750383,Retired,NBPDCL,LT0089473,2405:0203:0521:4677:0000:0000:0000:0010,Retired,NBPDCL,LT0089473,405856706139826,2405:0203:0521:4677:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0089473,Unique
542,LT0884890,868886064853602,1 Phase,S2S repaired,8991856040706589024,NBPDCL,405856707134033,2405:0203:052E:6C82:0000:0000:0000:0010,L&T,LT0884890,405856707134033,2405:0203:052E:6C82:0000:0000:0000:0010,S3720,Retired,NBPDCL,LT0884890,2405:0203:052E:6C82:0000:0000:0000:0010,Retired,NBPDCL,LT0884890,405856707134033,2405:0203:052E:6C82:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0884890,Unique
543,LT0824934,860953066032482,1 Phase,S2S repaired,8991856040706485162,NBPDCL,405856707030171,2405:0203:052D:824F:0000:0000:0000:0010,L&T,LT0824934,405856707030171,2405:0203:052D:824F:0000:0000:0000:0010,5000922894,Retired,NBPDCL,LT0824934,2405:0203:052D:824F:0000:0000:0000:0010,Retired,NBPDCL,LT0824934,405856707030171,2405:0203:052D:824F:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0824934,Unique
544,LT0173576,861190057265297,1 Phase,S2S repaired,8991856050706103424,NBPDCL,405856706103424,2405:0203:0522:C255:0000:0000:0000:0010,L&T,LT0173576,405856706103424,2405:0203:0522:C255:0000:0000:0000:0010,5002446308,Retired,NBPDCL,LT0173576,2405:0203:0522:C255:0000:0000:0000:0010,Retired,NBPDCL,LT0173576,405856706103424,2405:0203:0522:C255:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0173576,Unique
545,LT0400050,861996078328272,1 Phase,S2S repaired,8991856040706356599,NBPDCL,405856706901608,2405:0203:0526:5A0C:0000:0000:0000:0010,L&T,LT0400050,405856706901608,2405:0203:0526:5A0C:0000:0000:0000:0010,5002965048,Retired,NBPDCL,LT0400050,2405:0203:0526:5A0C:0000:0000:0000:0010,Retired,NBPDCL,LT0400050,405856706901608,2405:0203:0526:5A0C:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0400050,Unique
546,LT1007062,868886068345464,1 Phase,S2S repaired,8991856040706814011,NBPDCL,405856707359014,2405:0203:0530:5C1B:0000:0000:0000:0010,L&T,LT1007062,405856707359014,2405:0203:0530:5C1B:0000:0000:0000:0010,5000807574,Retired,NBPDCL,LT1007062,2405:0203:0530:5C1B:0000:0000:0000:0010,Retired,NBPDCL,LT1007062,405856707359014,2405:0203:0530:5C1B:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT1007062,Unique
547,LT0304660,861996078351639,1 Phase,S2S repaired,8991856050706438580,NBPDCL,405856706433580,2405:0203:0524:DF4D:0000:0000:0000:0010,L&T,LT0304660,405856706433580,2405:0203:0524:DF4D:0000:0000:0000:0010,5000750011,Retired,NBPDCL,LT0304660,2405:0203:0524:DF4D:0000:0000:0000:0010,Retired,NBPDCL,LT0304660,405856706433580,2405:0203:0524:DF4D:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0304660,Unique
548,LT0928973,861996078350896,1 Phase,S2S repaired,8991856040707093085,NBPDCL,405856707638080,2405:0203:052E:FE4E:0000:0000:0000:0010,L&T,LT0928973,405856707638080,2405:0203:052E:FE4E:0000:0000:0000:0010,SHES1231116919,Retired,NBPDCL,LT0928973,2405:0203:052E:FE4E:0000:0000:0000:0010,Retired,NBPDCL,LT0928973,405856707638080,2405:0203:052E:FE4E:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0928973,Unique
549,LT0886451,868886065013511,1 Phase,S2S repaired,8991856040706588255,NBPDCL,405856707133264,2405:0203:052E:729B:0000:0000:0000:0010,L&T,LT0886451,405856707133264,2405:0203:052E:729B:0000:0000:0000:0010,SHES1231100936,Retired,NBPDCL,LT0886451,2405:0203:052E:729B:0000:0000:0000:0010,Retired,NBPDCL,LT0886451,405856707133264,2405:0203:052E:729B:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0886451,Unique
550,LT0405873,865681060142446,1 Phase,S2S repaired,8991856040706223375,NBPDCL,405856706768384,2405:0203:0526:BF50:0000:0000:0000:0010,L&T,LT0405873,405856706768384,2405:0203:0526:BF50:0000:0000:0000:0010,5001535686,Retired,NBPDCL,LT0405873,2405:0203:0526:BF50:0000:0000:0000:0010,Retired,NBPDCL,LT0405873,405856706768384,2405:0203:0526:BF50:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0405873,Unique
551,LT0357521,869810055995635,1 Phase,S2S repaired,8991856050706444677,NBPDCL,405856706439677,2405:0203:0524:B291:0000:0000:0000:0010,L&T,LT0357521,405856706439677,2405:0203:0524:B291:0000:0000:0000:0010,5000826399,Retired,NBPDCL,LT0357521,2405:0203:0524:B291:0000:0000:0000:0010,Retired,NBPDCL,LT0357521,405856706439677,2405:0203:0524:B291:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0357521,Unique
552,LT0927674,861996078369284,1 Phase,S2S repaired,8991856040706446967,NBPDCL,405856706991976,2405:0203:052F:475B:0000:0000:0000:0010,L&T,LT0927674,405856706991976,2405:0203:052F:475B:0000:0000:0000:0010,SHES1231111953,Retired,NBPDCL,LT0927674,2405:0203:052F:475B:0000:0000:0000:0010,Retired,NBPDCL,LT0927674,405856706991976,2405:0203:052F:475B:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0927674,Unique
553,LT0173577,861190057269851,1 Phase,S2S repaired,8991856050706103326,NBPDCL,405856706103326,2405:0203:0522:C256:0000:0000:0000:0010,L&T,LT0173577,405856706103326,2405:0203:0522:C256:0000:0000:0000:0010,5000753030,Retired,NBPDCL,LT0173577,2405:0203:0522:C256:0000:0000:0000:0010,Retired,NBPDCL,LT0173577,405856706103326,2405:0203:0522:C256:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0173577,Unique
554,LT0491321,861996078317325,1 Phase,S2S repaired,8991856040706188097,NBPDCL,405856706733106,2405:0203:0527:E05F:0000:0000:0000:0010,L&T,LT0491321,405856706733106,2405:0203:0527:E05F:0000:0000:0000:0010,5000753295,Retired,NBPDCL,LT0491321,2405:0203:0527:E05F:0000:0000:0000:0010,Retired,NBPDCL,LT0491321,405856706733106,2405:0203:0527:E05F:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0491321,Unique
555,LT0932338,868886065578547,1 Phase,S2S repaired,8991856040706822113,NBPDCL,405856707367116,2405:0203:052F:53B1:0000:0000:0000:0010,L&T,LT0932338,405856707367116,2405:0203:052F:53B1:0000:0000:0000:0010,BSD337,Retired,NBPDCL,LT0932338,2405:0203:052F:53B1:0000:0000:0000:0010,Retired,NBPDCL,LT0932338,405856707367116,2405:0203:052F:53B1:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0932338,Unique
556,LT0490726,865681061962867,1 Phase,S2S repaired,8991856040706187922,NBPDCL,405856706732931,2405:0203:0527:DE0C:0000:0000:0000:0010,L&T,LT0490726,405856706732931,2405:0203:0527:DE0C:0000:0000:0000:0010,5000409032,Retired,NBPDCL,LT0490726,2405:0203:0527:DE0C:0000:0000:0000:0010,Retired,NBPDCL,LT0490726,405856706732931,2405:0203:0527:DE0C:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0490726,Unique
557,LT0885952,868886064863338,1 Phase,S2S repaired,8991856040706589434,NBPDCL,405856707134443,2405:0203:052E:70A8:0000:0000:0000:0010,L&T,LT0885952,405856707134443,2405:0203:052E:70A8:0000:0000:0000:0010,SHES1231103677,Retired,NBPDCL,LT0885952,2405:0203:052E:70A8:0000:0000:0000:0010,Retired,NBPDCL,LT0885952,405856707134443,2405:0203:052E:70A8:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0885952,Unique
558,LT0058129,861089054965315,1 Phase,S2S repaired,8991856050706093918,NBPDCL,405856706093918,2405:0203:0520:DB20:0000:0000:0000:0010,L&T,LT0058129,405856706093918,2405:0203:0520:DB20:0000:0000:0000:0010,5000409727,Retired,NBPDCL,LT0058129,2405:0203:0520:DB20:0000:0000:0000:0010,Retired,NBPDCL,LT0058129,405856706093918,2405:0203:0520:DB20:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0058129,Unique
559,LT1001916,861996077248034,1 Phase,S2S repaired,8991856040706810671,NBPDCL,405856707355674,2405:0203:0530:4801:0000:0000:0000:0010,L&T,LT1001916,405856707355674,2405:0203:0530:4801:0000:0000:0000:0010,5001882350,Retired,NBPDCL,LT1001916,2405:0203:0530:4801:0000:0000:0000:0010,Retired,NBPDCL,LT1001916,405856707355674,2405:0203:0530:4801:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT1001916,Unique
560,LT0026866,861089054325015,1 Phase,S2S repaired,8991856050706166545,NBPDCL,405856706166545,2405:0203:0520:7216:0000:0000:0000:0010,L&T,LT0026866,405856706166545,2405:0203:0520:7216:0000:0000:0000:0010,5000411520,Retired,NBPDCL,LT0026866,2405:0203:0520:7216:0000:0000:0000:0010,Retired,NBPDCL,LT0026866,405856706166545,2405:0203:0520:7216:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0026866,Unique
561,LT0925791,861996077251137,1 Phase,S2S repaired,8991856040706823143,NBPDCL,405856707368146,2405:0203:052F:4000:0000:0000:0000:0010,L&T,LT0925791,405856707368146,2405:0203:052F:4000:0000:0000:0000:0010,SHE1231023516,Retired,NBPDCL,LT0925791,2405:0203:052F:4000:0000:0000:0000:0010,Retired,NBPDCL,LT0925791,405856707368146,2405:0203:052F:4000:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0925791,Unique
562,LT0895267,861996077241948,1 Phase,S2S repaired,8991856040706463764,NBPDCL,405856707008773,2405:0203:052E:950C:0000:0000:0000:0010,L&T,LT0895267,405856707008773,2405:0203:052E:950C:0000:0000:0000:0010,5003020750,Retired,NBPDCL,LT0895267,2405:0203:052E:950C:0000:0000:0000:0010,Retired,NBPDCL,LT0895267,405856707008773,2405:0203:052E:950C:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0895267,Unique
563,LT0355877,869810056187117,1 Phase,S2S repaired,8991856050706443694,NBPDCL,405856706438694,2405:0203:0524:9B8B:0000:0000:0000:0010,L&T,LT0355877,405856706438694,2405:0203:0524:9B8B:0000:0000:0000:0010,5002619037,Retired,NBPDCL,LT0355877,2405:0203:0524:9B8B:0000:0000:0000:0010,Retired,NBPDCL,LT0355877,405856706438694,2405:0203:0524:9B8B:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0355877,Unique
564,LT0926473,861996077257167,1 Phase,S2S repaired,8991856040706854686,NBPDCL,405856707399689,2405:0203:052F:42AA:0000:0000:0000:0010,L&T,LT0926473,405856707399689,2405:0203:052F:42AA:0000:0000:0000:0010,SHE1231022854,Retired,NBPDCL,LT0926473,2405:0203:052F:42AA:0000:0000:0000:0010,Retired,NBPDCL,LT0926473,405856707399689,2405:0203:052F:42AA:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0926473,Unique
565,LT0886008,868886064863007,1 Phase,S2S repaired,8991856040706589448,NBPDCL,405856707134457,2405:0203:052E:70E0:0000:0000:0000:0010,L&T,LT0886008,405856707134457,2405:0203:052E:70E0:0000:0000:0000:0010,SHES1231113581,Retired,NBPDCL,LT0886008,2405:0203:052E:70E0:0000:0000:0000:0010,Retired,NBPDCL,LT0886008,405856707134457,2405:0203:052E:70E0:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0886008,Unique
566,LT0561379,865681066561227,1 Phase,S2S repaired,8991856040706419360,SBPDCL,405856706964369,2405:0203:0529:302F:0000:0000:0000:0010,L&T,LT0561379,405856706964369,2405:0203:0529:302F:0000:0000:0000:0010,5003308896,Retired,SBPDCL,LT0561379,2405:0203:0529:302F:0000:0000:0000:0010,Retired,SBPDCL,LT0561379,405856706964369,2405:0203:0529:302F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0561379,Unique
567,LT0721680,860953068973436,1 Phase,S2S repaired,8991856040706613205,SBPDCL,405856707158214,2405:0203:052C:FA8D:0000:0000:0000:0010,L&T,LT0721680,405856707158214,2405:0203:052C:FA8D:0000:0000:0000:0010,5000556047,Retired,SBPDCL,LT0721680,2405:0203:052C:FA8D:0000:0000:0000:0010,Retired,SBPDCL,LT0721680,405856707158214,2405:0203:052C:FA8D:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0721680,Unique
568,LT0559884,865681062757449,1 Phase,S2S repaired,8991856040706396699,SBPDCL,405856706941708,2405:0203:0529:2A58:0000:0000:0000:0010,L&T,LT0559884,405856706941708,2405:0203:0529:2A58:0000:0000:0000:0010,5003307283,Retired,SBPDCL,LT0559884,2405:0203:0529:2A58:0000:0000:0000:0010,Retired,SBPDCL,LT0559884,405856706941708,2405:0203:0529:2A58:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0559884,Unique
569,LT0689903,865681069295963,1 Phase,S2S repaired,8991856040706048930,SBPDCL,405856706593952,2405:0203:052B:5EDC:0000:0000:0000:0010,L&T,LT0689903,405856706593952,2405:0203:052B:5EDC:0000:0000:0000:0010,5003862249,Retired,SBPDCL,LT0689903,2405:0203:052B:5EDC:0000:0000:0000:0010,Retired,SBPDCL,LT0689903,405856706593952,2405:0203:052B:5EDC:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0689903,Unique
570,LT0979745,865575062556944,1 Phase,S2S repaired,8991856040706835419,SBPDCL,405856707380422,2405:0203:0530:BD8A:0000:0000:0000:0010,L&T,LT0979745,405856707380422,2405:0203:0530:BD8A:0000:0000:0000:0010,5003840069,Retired,SBPDCL,LT0979745,2405:0203:0530:BD8A:0000:0000:0000:0010,Retired,SBPDCL,LT0979745,405856707380422,2405:0203:0530:BD8A:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0979745,Unique
571,LT0720885,860953069336955,1 Phase,S2S repaired,8991856040706614691,SBPDCL,405856707159700,2405:0203:052C:F772:0000:0000:0000:0010,L&T,LT0720885,405856707159700,2405:0203:052C:F772:0000:0000:0000:0010,5003921506,Retired,SBPDCL,LT0720885,2405:0203:052C:F772:0000:0000:0000:0010,Retired,SBPDCL,LT0720885,405856707159700,2405:0203:052C:F772:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0720885,Unique
572,LT0975943,868886065245287,1 Phase,S2S repaired,8991856040706864513,SBPDCL,405856707409516,2405:0203:0530:AEB0:0000:0000:0000:0010,L&T,LT0975943,405856707409516,2405:0203:0530:AEB0:0000:0000:0000:0010,5002421694,Retired,SBPDCL,LT0975943,2405:0203:0530:AEB0:0000:0000:0000:0010,Retired,SBPDCL,LT0975943,405856707409516,2405:0203:0530:AEB0:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0975943,Unique
573,LT0689902,865681069534189,1 Phase,S2S repaired,8991856040706048917,SBPDCL,405856706593939,2405:0203:052B:5EDB:0000:0000:0000:0010,L&T,LT0689902,405856706593939,2405:0203:052B:5EDB:0000:0000:0000:0010,5003857153,Retired,SBPDCL,LT0689902,2405:0203:052B:5EDB:0000:0000:0000:0010,Retired,SBPDCL,LT0689902,405856706593939,2405:0203:052B:5EDB:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0689902,Unique
574,LT0719158,860953069470267,1 Phase,S2S repaired,8991856040706721001,SBPDCL,405856707266004,2405:0203:052C:F0B3:0000:0000:0000:0010,L&T,LT0719158,405856707266004,2405:0203:052C:F0B3:0000:0000:0000:0010,5000199700,Retired,SBPDCL,LT0719158,2405:0203:052C:F0B3:0000:0000:0000:0010,Retired,SBPDCL,LT0719158,405856707266004,2405:0203:052C:F0B3:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0719158,Unique
575,LT0941293,868886067399462,1 Phase,S2S repaired,8991856040706712372,SBPDCL,405856707257380,2405:0203:052F:76AC:0000:0000:0000:0010,L&T,LT0941293,405856707257380,2405:0203:052F:76AC:0000:0000:0000:0010,5003575869,Retired,SBPDCL,LT0941293,2405:0203:052F:76AC:0000:0000:0000:0010,Retired,SBPDCL,LT0941293,405856707257380,2405:0203:052F:76AC:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0941293,Unique
576,LT0813083,860953066051862,1 Phase,S2S repaired,8991856040706459434,SBPDCL,405856707004443,2405:0203:052D:5404:0000:0000:0000:0010,L&T,LT0813083,405856707004443,2405:0203:052D:5404:0000:0000:0000:0010,5003790951,Retired,SBPDCL,LT0813083,2405:0203:052D:5404:0000:0000:0000:0010,Retired,SBPDCL,LT0813083,405856707004443,2405:0203:052D:5404:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0813083,Unique
577,LT0485054,865681062338901,1 Phase,S2S repaired,8991856040706351689,SBPDCL,405856706896698,2405:0203:0528:79EF:0000:0000:0000:0010,L&T,LT0485054,405856706896698,2405:0203:0528:79EF:0000:0000:0000:0010,5001652525,Retired,SBPDCL,LT0485054,2405:0203:0528:79EF:0000:0000:0000:0010,Retired,SBPDCL,LT0485054,405856706896698,2405:0203:0528:79EF:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0485054,Unique
578,LT0463306,865681061696341,1 Phase,S2S repaired,8991856040706240108,SBPDCL,405856706785118,2405:0203:0527:F2CA:0000:0000:0000:0010,L&T,LT0463306,405856706785118,2405:0203:0527:F2CA:0000:0000:0000:0010,5001243726,Retired,SBPDCL,LT0463306,2405:0203:0527:F2CA:0000:0000:0000:0010,Retired,SBPDCL,LT0463306,405856706785118,2405:0203:0527:F2CA:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0463306,Unique
579,LT0463307,865681061784956,1 Phase,S2S repaired,8991856040706240101,SBPDCL,405856706785111,2405:0203:0527:F2CB:0000:0000:0000:0010,L&T,LT0463307,405856706785111,2405:0203:0527:F2CB:0000:0000:0000:0010,5002394573,Retired,SBPDCL,LT0463307,2405:0203:0527:F2CB:0000:0000:0000:0010,Retired,SBPDCL,LT0463307,405856706785111,2405:0203:0527:F2CB:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0463307,Unique
